dummy,climateID,weatherID,jday,date,hour,Srad,wind,RH,rain,tmax,tmin,temperature,CO2
PF,PF_NE2022,PF_NE2022,102,4/12/2022,11,2.4357528,,,0,,,18.48,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,12,2.67579,,,0,,,22.03,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,13,2.6550612,,,0,,,20.15,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,14,2.5303824,,,0,,,18.27,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,15,1.6754976,,,0,,,16.39,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,16,1.3262508,,,0,,,14.27,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,17,0.8991504,,,0,,,12.14,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,18,0.2359296,,,0,,,10.01,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,19,0.0493632,,,0,,,8.98,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,20,0,,,0,,,7.96,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,21,0,,,0,,,6.93,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,22,0,,,0,,,5.8,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,23,0,,,0,,,4.66,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,0,0,,,0,,,3.53,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,1,0,,,0,,,2.46,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,2,0,,,0,,,1.39,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,3,0,,,0,,,0.32,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,4,0,,,0,,,-0.95,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,5,0,,,0,,,-2.21,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,6,0,,,0,,,-3.47,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,7,0.4693824,,,0,,,-2.86,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,8,1.07181,,,0,,,-2.24,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,9,1.6211304,,,0,,,-1.62,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,10,2.2007628,,,0,,,0.34,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,11,2.6981316,,,0,,,2.29,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,12,2.9848824,,,0,,,4.25,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,13,2.9607084,,,0,,,5.21,
PF,PF_NE2022,PF_NE2022,103,4/13/2022,14,2.8215288,,,0,,,6.17,
